Movie_name,Movie_release_date,Ratings,Wikipedia_movie_ID,Actor_ethnicity,Movie_countries,Movie_box_office_revenue,Nomination,Success
A Last Note,1995,6.8,21149183.0,Japanese people,{'Japan'},,False,0
A League of Their Own,1992,7.3,543433.0,French Canadians,{'United States of America'},,False,0
A Lesson in Love,1954,7.0,8072901.0,Swedes,{'Sweden'},,False,0
A Letter from Death Row,1998,3.7,15864743.0,Spanish Americans,{'United States of America'},,False,0
A Letter to Elia,2010,7.4,29479424.0,Italian Americans,{'United States of America'},,False,0
A Letter to Three Wives,1949,7.7,80923.0,Russian Americans,{'United States of America'},,True,1
A Life Less Ordinary,1997,6.3,915192.0,English people,"{'United Kingdom', 'United States of America'}",,False,0
A Lion Is in the Streets,1953,6.1,9223398.0,Irish Americans,{'United States of America'},,False,0
A Little Bit of Heaven,2011,6.2,27995292.0,Hungarians,{'United States of America'},,False,0
A Little Help,2010,5.6,27440393.0,Irish Americans,{'United States of America'},,False,0
A Little Princess,1995,7.6,3343617.0,Jewish people,{'United States of America'},,True,1
A Little Sex,1982,4.9,12786251.0,Jewish people,{'United States of America'},,False,0
A Little Trip to Heaven,2005,5.9,3535700.0,Akan people,"{'Iceland', 'United States of America'}",,False,0
A Lonely Place to Die,2011,6.2,27577419.0,English people,{'United Kingdom'},,False,0
A Lost Lady,1934,6.0,19127891.0,Jewish people,{'United States of America'},591165.0,False,0
A Lot Like Love,2005,6.6,1745339.0,Dutch,{'United States of America'},1000000.0,False,0
A Love Song for Bobby Long,2004,7.1,1195543.0,Italian Americans,{'United States of America'},8208838.0,False,0
A Lovely Way to Die,1968,5.1,27757636.0,Russian Americans,{'United States of America'},,False,0
A Loving Father,2002,6.2,13681543.0,French,"{'France', 'Switzerland', 'Canada', 'United Kingdom'}",8000000.0,False,0
A Low Down Dirty Shame,1994,5.9,2797150.0,African Americans,{'United States of America'},,False,0
A Man Alone,1955,6.4,32922108.0,Scottish Americans,{'United States of America'},,False,0
A Man Apart,2003,6.0,1675523.0,African Americans,"{'Germany', 'United States of America'}",,False,0
A Man Called Horse,1970,6.8,10542198.0,Irish people,{'United States of America'},,False,0
A Man Called Sarge,1990,4.4,25745409.0,Jewish people,{'United States of America'},,False,0
A Man Called Sledge,1970,5.9,6056839.0,White Americans,{'Italy'},,False,0
A Man Could Get Killed,1966,5.8,6057698.0,White Americans,{'United States of America'},,False,0
A Man Who Was Superman,2008,7.3,20433007.0,Koreans,{'South Korea'},128884132.0,False,1
A Man and a Woman,1966,7.5,214312.0,French,{'France'},,True,0
A Man and a Woman: 20 Years Later,1986,5.8,23651072.0,French,{'France'},,False,0
A Man for All Seasons,1966,7.7,4836350.0,English people,{'United Kingdom'},,True,1
A Man in Love,1987,5.8,23665130.0,Sephardi Jews,"{'Italy', 'France'}",,False,0
A Man of No Importance,1994,6.7,10783682.0,English people,"{'Ireland', 'United Kingdom'}",,False,0
A Man's Gotta Do,2004,6.4,14812463.0,Australians,{'Australia'},,False,0
A Matter of Life and Death,1946,8.0,553272.0,Jewish people,"{'England', 'United Kingdom'}",,False,1
A Matter of Taste,2000,6.9,22792066.0,French,{'France'},,False,0
A Matter of Time,1976,5.1,4580345.0,Swedish Americans,"{'Italy', 'United States of America'}",,False,0
A Medal for Benny,1945,6.1,274703.0,Irish Americans,{'United States of America'},,True,0
A Merry War,1997,6.3,28149238.0,English people,{'United Kingdom'},,False,0
A Midnight Clear,1992,7.1,3461760.0,Jewish people,{'United States of America'},,False,0
A Midsummer Night's Dream,1935,6.8,7046343.0,British Americans,{'United States of America'},,True,0
A Midsummer Night's Dream,1959,7.1,21547263.0,English people,{'Czechoslovakia'},,True,0
A Midsummer Night's Dream,1968,6.5,6046110.0,Jewish people,{'United Kingdom'},,True,0
A Midsummer Night's Dream,1999,6.4,6264910.0,German Americans,{'United States of America'},,True,0
A Midsummer Night's Rave,2002,5.1,5889797.0,Jewish people,{'United States of America'},,False,0
A Midsummer Night's Sex Comedy,1982,6.6,2421437.0,Jewish people,{'United States of America'},125586134.0,False,1
A Midwinter's Tale,1995,7.2,803813.0,English people,{'United Kingdom'},,False,0
A Mighty Heart,2007,6.6,5958413.0,Slovak Americans,"{'United Kingdom', 'United States of America'}",,False,0
A Mighty Wind,2003,7.2,499810.0,Jewish people,{'United States of America'},2487338.0,True,0
A Million,2009,5.4,30413435.0,Koreans,{'South Korea'},,False,0
A Million Bid,1927,5.5,24162182.0,Irish Americans,{'United States of America'},95226116.0,False,1
A Million to Juan,1994,5.7,4364536.0,Mexican Americans,{'United States of America'},,False,0
A Millionaire's First Love,2006,7.2,9417884.0,Koreans,{'South Korea'},,False,0
A Modern Affair,1995,5.7,26616552.0,Italian Americans,{'United States of America'},254134910.0,False,1
A Moment of Innocence,1996,7.8,15242361.0,Iranian peoples,"{'France', 'Iran'}",,False,1
A Moment to Remember,2004,8.1,2091919.0,Koreans,{'South Korea'},,False,1
A Monkey's Tale,1999,5.7,20697583.0,English people,"{'Germany', 'France', 'Hungary', 'United Kingdom'}",4197729.0,False,0
A Monster in Paris,2011,6.7,33427265.0,History of the Jews in Morocco,"{'France', 'Belgium'}",,False,0
A Month by the Lake,1995,6.2,22022026.0,White British,{'United Kingdom'},28401735.0,False,0
A New Kind of Love,1963,5.7,6942361.0,Slovak Americans,{'United States of America'},,True,0
A New Leaf,1971,7.3,4932099.0,Jewish people,{'United States of America'},,False,0
A New Life,1988,5.8,31632887.0,Swedish Americans,{'United States of America'},,False,0
A Night Full of Rain,1978,6.1,10675914.0,White Americans,"{'Italy', 'Canada'}",,False,0
A Night at the Opera,1935,7.8,75263.0,Jewish people,{'United States of America'},,False,1
A Night at the Roxbury,1998,6.2,149748.0,Irish Americans,{'United States of America'},,False,0
A Night in Casablanca,1946,6.9,1234079.0,Jewish people,{'United States of America'},,False,0
A Night in Heaven,1983,4.2,2718285.0,Russian Americans,{'United States of America'},,False,0
A Night in the Life of Jimmy Reardon,1988,5.5,5416943.0,Jewish people,{'United States of America'},,False,0
A Night to Remember,1958,7.9,6524086.0,English people,{'United Kingdom'},,False,1
A Nightmare on Elm Street,1984,7.4,3028191.0,German Americans,{'United States of America'},,False,0
A Nightmare on Elm Street,2010,5.2,23286957.0,Dutch Americans,{'United States of America'},,False,0
A Nightmare on Elm Street 2: Freddy's Revenge,1985,5.5,31658692.0,Swedish Americans,{'United States of America'},,False,0
A Nightmare on Elm Street 3: Dream Warriors,1987,6.7,3037946.0,French Americans,{'United States of America'},,False,0
A Nightmare on Elm Street 4: The Dream Master,1988,5.6,3038038.0,Swedish Americans,{'United States of America'},,False,0
A Passage to India,1984,7.3,3600424.0,Bengali,"{'United Kingdom', 'United States of America'}",,True,0
A Patch of Blue,1965,8.0,177740.0,African Americans,{'United States of America'},,True,1
A Perfect Fit,2005,5.1,24607608.0,African Americans,{'United States of America'},,False,0
A Perfect Getaway,2009,6.5,17365387.0,Serbian Americans,{'United States of America'},,False,0
A Perfect Murder,1998,6.6,189088.0,Danish Americans,{'United States of America'},,False,0
A Perfect World,1993,7.5,3555900.0,English Americans,{'United States of America'},,False,0
A Petal,1996,7.0,15170509.0,Koreans,{'South Korea'},1640220.0,False,0
A Piece of Our Life,2009,6.3,29227920.0,Japanese people,{'Japan'},,False,0
A Piece of the Action,1977,6.4,5085287.0,African Americans,{'United States of America'},,False,0
A Place Nearby,2000,6.1,18496239.0,Danes,{'Denmark'},,False,0
A Place for Lovers,1968,5.5,19839367.0,Italians,"{'Italy', 'France'}",1051613.0,False,0
A Place in the Sun,1951,7.7,2300167.0,Jewish people,{'United States of America'},,True,1
A Place in the Sun,1951,7.7,2300167.0,Jewish people,{'United States of America'},,True,1
A Place in the World,1992,7.7,14330111.0,Argentines,"{'Uruguay', 'Argentina', 'Spain'}",,False,1
A Political Party,1934,5.9,28353845.0,English people,{'United Kingdom'},33426588.0,False,0
A Prairie Home Companion,2006,6.7,2147563.0,Jewish people,{'United States of America'},,False,0
A Prayer for the Dying,1987,6.3,12466332.0,Romanichal,"{'United Kingdom', 'United States of America'}",,False,0
A Price Above Rubies,1998,6.5,15211401.0,peoples,"{'United Kingdom', 'United States of America'}",,False,0
A Private Function,1984,6.5,6839059.0,English people,"{'England', 'United Kingdom'}",,False,0
A Pure Formality,1994,7.5,14794631.0,French,"{'Italy', 'France'}",,False,0
A Pyromaniac's Love Story,1995,5.3,15969057.0,Jewish people,{'United States of America'},,False,0
A Quiet Little Marriage,2008,6.1,24590816.0,Kiwi,{'United States of America'},,False,0
A Quiet Place in the Country,1968,6.5,26461492.0,White British,"{'Italy', 'France'}",,False,0
A Rage in Harlem,1991,5.9,8146797.0,African Americans,"{'United Kingdom', 'United States of America'}",,False,0
A Rage to Live,1965,6.3,15399672.0,Italian Americans,{'United States of America'},,True,0
A Raisin in the Sun,1961,8.0,1676837.0,African Americans,{'United States of America'},,False,1
A Reason to Believe,1995,5.7,24052462.0,African Americans,{'United States of America'},,False,0
A Reason to Live,2011,6.1,33150616.0,Koreans,{'South Korea'},,False,0
"A Reason to Live, a Reason to Die",1972,6.1,24235116.0,Italians,{'Italy'},,False,0
A Reasonable Man,1999,6.5,25411775.0,English people,"{'South Africa', 'United States of America'}",,False,0
A Return to Salem's Lot,1987,4.3,3194438.0,Irish Americans,{'United States of America'},,False,0
A Ring of Endless Light,2002,5.8,5222578.0,English Americans,{'United States of America'},,False,0
A River Runs Through It,1992,7.2,6286627.0,English people,{'United States of America'},1327897.0,True,0
A Room for Romeo Brass,1999,7.5,4669663.0,English people,{'United Kingdom'},,False,0
A Room with a View,1985,7.2,3671146.0,English people,{'United Kingdom'},12454768.0,True,0
A Royal Affair,2012,7.5,34443947.0,Danes,"{'Germany', 'Denmark', 'Czech Republic', 'Sweden'}",,True,0
A Royal Divorce,1938,6.4,23150177.0,French,{'United Kingdom'},,False,0
A Royal Scandal,1945,6.7,17092708.0,Hungarians,{'United States of America'},,False,0
A Safe Place,1971,5.0,4448887.0,Italian Americans,{'United States of America'},,False,0
A Sainted Devil,1924,7.2,13861586.0,Italians,{'United States of America'},,False,0
A Scandal in Paris,1946,6.6,19167990.0,Swedish Americans,{'United States of America'},,False,0
A Scanner Darkly,2006,7.0,1611072.0,Scottish Americans,{'United States of America'},,False,0
A Ship to India,1947,6.4,1703121.0,Swedes,{'Sweden'},,False,0
A Shock to the System,1990,6.6,161974.0,African Americans,{'United States of America'},,False,0
A Shot at Glory,2000,6.2,8083590.0,Scottish Americans,"{'Scotland', 'United Kingdom', 'United States of America'}",,False,0
A Shot in the Dark,1964,7.3,856733.0,Jewish people,"{'United Kingdom', 'United States of America'}",,False,0
A Show of Force,1990,5.3,2569794.0,Filipino Americans,{'United States of America'},,False,0
A Shriek in the Night,1933,5.3,12966593.0,African Americans,{'United States of America'},,False,0
A Silent Love,2004,6.7,28960280.0,Mexicans,{'Canada'},,False,0
A Simple Death,1985,7.3,23718902.0,Russians,{'Soviet Union'},,False,0
A Simple Life,2011,7.5,31371925.0,Hongkongers,"{'Hong Kong', 'China'}",433371112.0,False,1
A Simple Plan,1998,7.5,6233638.0,White Americans,"{'Germany', 'United Kingdom', 'France', 'Japan', 'United States of America'}",,True,0
A Simple Twist of Fate,1994,6.3,4856981.0,Irish people,{'United States of America'},,False,0
A Simple Wish,1997,5.3,704063.0,White Americans,{'United States of America'},,False,0
A Single Man,2009,7.5,24207129.0,Scottish Americans,{'United States of America'},,True,0
A Single Spark,1995,7.0,15155033.0,Koreans,{'South Korea'},,False,0
A Slight Case of Murder,1938,7.0,3556179.0,Jewish people,{'United States of America'},,False,0
A Slightly Pregnant Man,1973,5.8,22176402.0,French,"{'Italy', 'France'}",,False,0
A Slipping-Down Life,1999,6.1,9793561.0,English Australian,{'United States of America'},,False,0
A Small Circle of Friends,1980,5.9,3864018.0,Scottish Americans,{'United States of America'},,False,0
A Smile Like Yours,1997,4.8,26253096.0,Irish Americans,{'United States of America'},,False,0
A Soldier's Daughter Never Cries,1998,6.8,5861530.0,Swedish Americans,"{'United Kingdom', 'United States of America'}",,False,0
A Soldier's Story,1984,7.2,113451.0,African Americans,{'United States of America'},,True,0
A Somewhat Gentle Man,2010,6.9,26108923.0,Swedes,{'Norway'},,False,0
A Son of Satan,1924,6.6,20991644.0,African Americans,{'United States of America'},,False,0
A Song Is Born,1948,6.9,10485963.0,African Americans,{'United States of America'},,False,0
A Song for Miss Julie,1945,5.0,24060591.0,African Americans,{'United States of America'},,False,0
A Song to Remember,1945,6.6,149786.0,Jewish people,{'United States of America'},,True,0
A Sound of Thunder,2005,4.2,1128175.0,Indian,"{'Germany', 'United Kingdom', 'Czech Republic', 'United States of America'}",,False,0
A Special Day,1977,8.1,163500.0,Italians,"{'Italy', 'India', 'Canada'}",,True,1
A Star Is Born,1954,7.5,3450570.0,Irish Americans,{'United States of America'},,True,0
A Star Is Born,1954,7.5,3450570.0,Irish Americans,{'United States of America'},,True,0
A Star Is Born,1954,7.5,3450570.0,Irish Americans,{'United States of America'},,True,0
A Star Is Born,1976,6.1,3450583.0,American Jews,{'United States of America'},,True,0
A Star Is Born,1976,6.1,3450583.0,American Jews,{'United States of America'},,True,0
A Star Is Born,1976,6.1,3450583.0,American Jews,{'United States of America'},,True,0
A Stitch in Time,1963,6.9,27506395.0,English people,{'United Kingdom'},,False,0
A Stolen Life,1946,7.2,2145582.0,Scottish Americans,{'United States of America'},,True,0
A Story That Begins at the End,2003,7.6,24999963.0,Malayali,{'India'},,False,1
A Stranger Among Us,1992,5.6,1872336.0,Jewish people,{'United States of America'},,False,0
A Stranger Is Watching,1982,5.3,4108752.0,Irish Americans,{'United States of America'},,False,0
A Streetcar Named Desire,1951,7.9,3367826.0,Dutch Americans,{'United States of America'},,True,1
A Study in Scarlet,1933,5.6,18702162.0,Chinese Americans,{'United States of America'},,False,0
A Summer Place,1959,6.9,4783203.0,Polish Americans,{'United States of America'},,False,0
A Summer Story,1988,7.2,28032447.0,English people,{'United Kingdom'},,False,0
A Summer in La Goulette,1996,6.3,25176887.0,Sicilian Americans,"{'Tunisia', 'France', 'Belgium'}",,False,0
A Summer's Tale,1996,7.6,5315392.0,French,{'France'},,False,1
A Swingin' Summer,1965,4.8,25048337.0,Bolivian American,{'United States of America'},,False,0
A Tailor Made Man,1931,6.2,35960640.0,Irish people,{'United States of America'},,False,0
A Tale of Two Cities,1958,7.1,7077556.0,Jewish people,{'United Kingdom'},,True,0
A Tale of Winter,1992,7.2,5303501.0,French,{'France'},,False,0
A Tale of a Naughty Girl,2002,6.5,17176729.0,Bengali,{'India'},,False,0
A Talking Picture,2003,6.6,3359825.0,names of the Greeks,"{'Portugal', 'Italy', 'France'}",,False,0
A Thin Line Between Love and Hate,1996,5.6,832222.0,African Americans,{'United States of America'},,False,0
A Thousand Acres,1997,6.1,4908122.0,Russian Americans,{'United States of America'},,False,0
A Thousand Clowns,1965,7.3,97769.0,Jewish people,{'United States of America'},,True,0
A Thousand Words,2012,5.9,33726624.0,African Americans,{'United States of America'},,False,0
A Thousand and One Nights,1945,6.0,14788012.0,Jewish people,{'United States of America'},30411183.0,True,0
A Thunder of Drums,1961,5.9,13938920.0,Lithuanian American,{'United States of America'},,False,0
A Ticket to Tomahawk,1950,6.1,2295200.0,Norwegian Americans,{'United States of America'},,False,0
A Ticklish Affair,1963,5.8,31706613.0,Jewish people,{'United States of America'},,False,0
A Tiger Walks,1964,6.2,2175294.0,Asian Americans,{'United States of America'},,False,0
A Tiger's Tale,1987,5.3,27490108.0,Swedish Americans,{'United States of America'},,False,0
A Time for Killing,1967,5.4,27361586.0,Swedish Americans,{'United States of America'},,False,0
A Time to Kill,1996,7.5,3600824.0,African Americans,{'United States of America'},,False,0
A Touch of Class,1973,6.5,101907.0,Italian Americans,{'United Kingdom'},,True,0
A Touch of Spice,2003,7.4,5609599.0,names of the Greeks,{'Greece'},,False,0
A Touch of the Sun,1956,5.4,28062737.0,Jewish people,{'United Kingdom'},,False,0
A Touch of the Sun,1979,2.7,28062825.0,White British,"{'United Kingdom', 'United States of America'}",,False,0
A Town Called Panic,2009,7.4,22837134.0,French,"{'France', 'Belgium', 'Luxembourg'}",,False,0
A Trick of Light,1995,6.8,30698629.0,Germans,{'Germany'},,False,0
A Troll in Central Park,1994,5.3,3028394.0,Italian Americans,{'United States of America'},,False,0
A Twist of Sand,1968,5.4,20821904.0,English people,{'United Kingdom'},,False,0
